timestamp_ms,frame,subframe,rnti,direction,nb_rb,rb_util,mcs,tbs_bytes,sdu_bytes,cqi,retx,hol_delay_ms,avg_thr_kbps,mlwdf_score,qos_alpha,cqi_profile,harq_pid
7414,741,4,4a4b,DL,6,24.00,20,293,290,15,0,8046,10.00,68745.02,1.2000,0,6
7415,741,5,8a90,DL,7,28.00,20,349,346,15,0,3828,164.37,82910.84,5.0000,0,7
7415,741,5,d80,DL,6,24.00,20,293,290,15,0,4881,129.93,80240.62,3.0000,0,7
7415,741,5,6da7,DL,6,24.00,20,293,290,15,0,5028,134.69,79738.73,3.0000,0,7
7415,741,5,4a4b,DL,6,24.00,20,293,290,15,0,8023,10.00,68548.52,1.2000,0,7
7416,741,6,d80,DL,7,28.00,20,349,346,15,0,5004,128.63,83093.60,3.0000,0,0
7416,741,6,6da7,DL,6,24.00,20,293,290,15,0,5061,133.34,81072.80,3.0000,0,0
7416,741,6,b7fb,DL,6,24.00,20,293,290,15,0,4853,128.57,80625.93,3.0000,0,0
7416,741,6,4a4b,DL,6,24.00,20,293,290,15,0,8000,10.00,68352.00,1.2000,0,0
7417,741,7,68b4,DL,7,28.00,20,349,346,15,0,3649,156.94,82775.41,5.0000,0,1
7417,741,7,6da7,DL,6,24.00,20,293,290,15,0,5095,132.01,82441.87,3.0000,0,1
7417,741,7,b7fb,DL,6,24.00,20,293,290,15,0,4883,127.28,81943.78,3.0000,0,1
7417,741,7,8cff,DL,6,24.00,16,225,222,9,0,10000,10.00,70000.00,5.0000,1,1
7418,741,8,b7fb,DL,7,28.00,20,349,346,15,0,4915,126.01,83313.92,3.0000,0,2
7418,741,8,8a90,DL,6,24.00,20,293,290,15,0,3760,166.60,80343.97,5.0000,0,2
7418,741,8,8cff,DL,6,24.00,16,225,222,9,0,10000,10.00,70000.00,5.0000,1,2
7418,741,8,4a4b,DL,6,24.00,20,293,290,15,0,7977,10.00,68155.48,1.2000,0,2
7419,741,9,8a90,DL,7,28.00,20,349,346,15,0,3784,164.94,81673.54,5.0000,0,3
7419,741,9,d80,DL,6,24.00,20,293,290,15,0,4858,131.93,78651.76,3.0000,0,3
7419,741,9,8cff,DL,6,24.00,16,225,222,9,0,10000,10.00,70000.00,5.0000,1,3
7419,741,9,4a4b,DL,6,24.00,20,293,290,15,0,8072,10.00,68967.17,1.2000,0,3
7420,742,0,d80,DL,5,20.00,20,249,246,15,0,4889,130.61,79953.19,3.0000,0,4
7420,742,0,6da7,DL,4,16.00,20,193,190,15,0,5045,135.21,79701.22,3.0000,0,4
7420,742,0,8cff,DL,4,16.00,16,153,150,9,0,10000,10.00,70000.00,5.0000,1,4
7420,742,0,4a4b,DL,4,16.00,20,193,190,15,0,8049,10.00,68770.66,1.2000,0,4
7421,742,1,6da7,DL,7,28.00,20,349,346,15,0,5084,133.85,81128.62,3.0000,0,5
7421,742,1,8cff,DL,6,24.00,16,225,222,9,0,10000,10.00,70000.00,5.0000,1,5
7421,742,1,4a4b,DL,6,24.00,20,293,290,15,0,8034,10.00,68642.49,1.2000,0,5
7421,742,1,6a9d,DL,6,24.00,11,129,126,7,0,10000,10.00,21600.00,3.0000,1,5
7422,742,2,b7fb,DL,7,28.00,20,349,346,15,0,4810,128.17,80163.35,3.0000,0,6
7422,742,2,8cff,DL,6,24.00,16,225,222,9,0,10000,10.00,70000.00,5.0000,1,6
7422,742,2,4a4b,DL,6,24.00,20,293,290,15,0,8011,10.00,68445.98,1.2000,0,6
7422,742,2,6a9d,DL,6,24.00,11,129,126,7,0,10000,10.00,21600.00,3.0000,1,6
7423,742,3,8cff,DL,7,28.00,16,269,266,9,0,10000,10.00,70000.00,5.0000,1,7
7423,742,3,4a4b,DL,6,24.00,20,293,290,15,0,7988,10.00,68249.48,1.2000,0,7
7423,742,3,6a9d,DL,6,24.00,11,129,126,7,0,10000,10.00,21600.00,3.0000,1,7
7423,742,3,4da5,DL,6,24.00,11,129,126,7,0,10000,10.00,3600.00,0.5000,1,7
7424,742,4,4a4b,DL,7,28.00,20,349,346,15,0,7965,10.00,68052.96,1.2000,0,0
7424,742,4,6a9d,DL,6,24.00,11,129,126,7,0,10000,10.00,21600.00,3.0000,1,0
7424,742,4,4da5,DL,6,24.00,11,129,126,7,0,10000,10.00,3600.00,0.5000,1,0
7424,742,4,a338,DL,6,24.00,20,293,290,15,0,642,10.00,457.10,0.1000,0,0
7425,742,5,6da7,DL,4,16.00,20,193,190,15,0,5272,128.58,87579.65,3.0000,0,1
7425,742,5,6a9d,DL,6,24.00,11,129,126,7,0,10000,10.00,21600.00,3.0000,1,1
7425,742,5,4da5,DL,5,20.00,11,109,106,7,0,10000,10.00,3600.00,0.5000,1,1
7425,742,5,a338,DL,4,16.00,20,193,190,15,0,619,10.00,440.73,0.1000,0,1
7426,742,6,8a90,DL,5,20.00,20,249,246,15,0,3942,160.64,87359.41,5.0000,0,2
7426,742,6,8cff,DL,6,24.00,16,225,0,9,1,10000,10.00,70000.00,5.0000,1,2
7426,742,6,4da5,DL,6,24.00,11,129,126,7,0,10000,10.00,3600.00,0.5000,1,2
7426,742,6,a338,DL,6,24.00,20,293,290,15,0,604,10.00,430.05,0.1000,0,2
7427,742,7,b7fb,DL,6,24.00,20,293,290,15,0,5133,121.88,89955.16,3.0000,0,3
7427,742,7,68b4,DL,6,24.00,20,293,290,15,0,3740,155.54,85600.05,5.0000,0,3
7427,742,7,8cff,DL,6,24.00,16,225,0,9,1,10000,10.00,70000.00,5.0000,1,3
7427,742,7,a338,DL,7,28.00,20,349,346,15,0,581,10.00,413.67,0.1000,0,3
7428,742,8,68b4,DL,7,28.00,20,349,346,15,0,3763,153.99,86996.44,5.0000,0,4
7428,742,8,d80,DL,6,24.00,20,293,290,15,0,5089,127.43,85302.05,3.0000,0,4
7428,742,8,6da7,DL,6,24.00,20,293,290,15,0,5134,131.74,83241.83,3.0000,0,4
7428,742,8,8a90,DL,6,24.00,20,293,290,15,0,3838,164.49,83062.87,5.0000,0,4
7429,742,9,8cff,DL,7,28.00,16,269,266,9,0,10000,10.00,70000.00,5.0000,1,5
7429,742,9,4a4b,DL,6,24.00,20,293,290,15,0,8056,10.00,68830.47,1.2000,0,5
7429,742,9,6a9d,DL,6,24.00,11,129,126,7,0,10000,10.00,21600.00,3.0000,1,5
7429,742,9,4da5,DL,6,24.00,11,129,126,7,0,10000,10.00,3600.00,0.5000,1,5
7430,743,0,8cff,DL,6,24.00,16,225,0,9,1,10000,10.00,70000.00,5.0000,1,6
7430,743,0,4a4b,DL,4,16.00,20,193,190,15,0,8033,10.00,68633.95,1.2000,0,6
7430,743,0,6a9d,DL,4,16.00,11,85,82,7,0,10000,10.00,21600.00,3.0000,1,6
7430,743,0,4da5,DL,3,12.00,11,63,60,7,0,10000,10.00,3600.00,0.5000,1,6
7431,743,1,8a90,DL,6,24.00,20,293,290,15,0,4015,159.61,89553.36,5.0000,0,7
7431,743,1,6a9d,DL,7,28.00,11,153,150,7,0,10000,10.00,21600.00,3.0000,1,7
7431,743,1,4da5,DL,6,24.00,11,129,126,7,0,10000,10.00,3600.00,0.5000,1,7
7431,743,1,a338,DL,6,24.00,20,293,290,15,0,672,10.00,478.46,0.1000,0,7
7432,743,2,b7fb,DL,6,24.00,20,293,290,15,0,5078,122.75,88363.52,3.0000,0,0
7432,743,2,68b4,DL,6,24.00,20,293,290,15,0,3725,154.83,85650.23,5.0000,0,0
7432,743,2,4da5,DL,7,28.00,11,153,150,7,0,10000,10.00,3600.00,0.5000,1,0
7432,743,2,a338,DL,6,24.00,20,293,290,15,0,649,10.00,462.09,0.1000,0,0
7433,743,3,68b4,DL,6,24.00,20,293,290,15,0,3747,153.28,87026.36,5.0000,0,1
7433,743,3,8a90,DL,6,24.00,20,293,290,15,0,3906,163.48,85058.35,5.0000,0,1
7433,743,3,d80,DL,6,24.00,20,293,290,15,0,5045,128.09,84126.73,3.0000,0,1
7433,743,3,a338,DL,7,28.00,20,349,346,15,0,626,10.00,445.71,0.1000,0,1
7434,743,4,8a90,DL,7,28.00,20,349,346,15,0,3931,161.85,86467.43,5.0000,0,2
7434,743,4,d80,DL,6,24.00,20,293,290,15,0,5078,126.81,85532.33,3.0000,0,2
7434,743,4,6da7,DL,6,24.00,20,293,290,15,0,5238,130.94,85447.50,3.0000,0,2
7434,743,4,b7fb,DL,6,24.00,20,293,290,15,0,4876,127.36,81779.75,3.0000,0,2
7435,743,5,8cff,DL,7,28.00,16,269,266,9,0,10000,10.00,70000.00,5.0000,1,3
7435,743,5,4a4b,DL,6,24.00,20,293,290,15,0,8018,10.00,68505.80,1.2000,0,3
7435,743,5,6a9d,DL,6,24.00,11,129,126,7,0,10000,10.00,21600.00,3.0000,1,3
7435,743,5,4da5,DL,6,24.00,11,129,126,7,0,10000,10.00,3600.00,0.5000,1,3
7436,743,6,4a4b,DL,7,28.00,20,349,346,15,0,7995,10.00,68309.28,1.2000,0,4
7436,743,6,6a9d,DL,6,24.00,11,129,126,7,0,10000,10.00,21600.00,3.0000,1,4
7436,743,6,4da5,DL,6,24.00,11,129,126,7,0,10000,10.00,3600.00,0.5000,1,4
7436,743,6,a338,DL,6,24.00,20,293,290,15,0,598,10.00,425.78,0.1000,0,4
7437,743,7,8cff,DL,7,28.00,16,269,0,9,1,10000,10.00,70000.00,5.0000,1,5
7437,743,7,6a9d,DL,6,24.00,11,129,126,7,0,10000,10.00,21600.00,3.0000,1,5
7437,743,7,4da5,DL,6,24.00,11,129,126,7,0,10000,10.00,3600.00,0.5000,1,5
7437,743,7,a338,DL,6,24.00,20,293,290,15,0,575,10.00,409.40,0.1000,0,5
7438,743,8,68b4,DL,6,24.00,20,293,290,15,0,3826,152.61,89252.92,5.0000,0,6
7438,743,8,8a90,DL,6,24.00,20,293,290,15,0,3901,162.38,85526.85,5.0000,0,6
7438,743,8,4da5,DL,7,28.00,11,153,150,7,0,10000,10.00,3600.00,0.5000,1,6
7438,743,8,a338,DL,6,24.00,20,293,290,15,0,552,10.00,393.02,0.1000,0,6
7439,743,9,8a90,DL,6,24.00,20,293,290,15,0,3927,160.75,86966.55,5.0000,0,7
7439,743,9,d80,DL,6,24.00,20,293,290,15,0,5125,127.51,85854.51,3.0000,0,7
7439,743,9,6da7,DL,6,24.00,20,293,290,15,0,5198,131.50,84433.22,3.0000,0,7
7439,743,9,a338,DL,7,28.00,20,349,346,15,0,529,10.00,376.65,0.1000,0,7
7440,744,0,6da7,DL,5,20.00,20,249,246,15,0,5324,130.18,87353.42,3.0000,0,0
7440,744,0,d80,DL,4,16.00,20,193,190,15,0,5158,126.23,87280.12,3.0000,0,0
7440,744,0,68b4,DL,4,16.00,20,193,190,15,0,3714,156.62,84420.81,5.0000,0,0
7440,744,0,b7fb,DL,4,16.00,20,193,190,15,0,4970,126.88,83668.06,3.0000,0,0
7441,744,1,8cff,DL,7,28.00,16,269,266,9,0,10000,10.00,70000.00,5.0000,1,1
7441,744,1,4a4b,DL,6,24.00,20,293,290,15,0,8085,10.00,69078.24,1.2000,0,1
7441,744,1,6a9d,DL,6,24.00,11,129,126,7,0,10000,10.00,21600.00,3.0000,1,1
7441,744,1,4da5,DL,6,24.00,11,129,126,7,0,10000,10.00,3600.00,0.5000,1,1
7442,744,2,4a4b,DL,7,28.00,20,349,346,15,0,8062,10.00,68881.73,1.2000,0,2
7442,744,2,6a9d,DL,6,24.00,11,129,126,7,0,10000,10.00,21600.00,3.0000,1,2
7442,744,2,4da5,DL,6,24.00,11,129,126,7,0,10000,10.00,3600.00,0.5000,1,2
7442,744,2,a338,DL,6,24.00,20,293,290,15,0,620,10.00,441.44,0.1000,0,2
7443,744,3,8cff,DL,7,28.00,16,269,0,9,1,10000,10.00,70000.00,5.0000,1,3
7443,744,3,6a9d,DL,6,24.00,11,129,126,7,0,10000,10.00,21600.00,3.0000,1,3
7443,744,3,4da5,DL,6,24.00,11,129,126,7,0,10000,10.00,3600.00,0.5000,1,3
7443,744,3,a338,DL,6,24.00,20,293,290,15,0,597,10.00,425.06,0.1000,0,3
7444,744,4,8a90,DL,6,24.00,20,293,290,15,0,4012,159.71,89426.97,5.0000,0,4
7444,744,4,6da7,DL,6,24.00,20,293,290,15,0,5237,131.96,84767.77,3.0000,0,4
7444,744,4,4da5,DL,7,28.00,11,153,150,7,0,10000,10.00,3600.00,0.5000,1,4
7444,744,4,a338,DL,6,24.00,20,293,290,15,0,574,10.00,408.69,0.1000,0,4
7445,744,5,6da7,DL,5,20.00,20,249,246,15,0,5273,130.64,86212.59,3.0000,0,5
7445,744,5,d80,DL,4,16.00,20,193,190,15,0,5117,126.95,86093.96,3.0000,0,5
7445,744,5,68b4,DL,4,16.00,20,193,190,15,0,3721,155.92,84958.30,5.0000,0,5
7445,744,5,a338,DL,6,24.00,20,293,290,15,0,551,10.00,392.31,0.1000,0,5
7446,744,6,d80,DL,6,24.00,20,293,290,15,0,5157,125.68,87643.39,3.0000,0,6
7446,744,6,68b4,DL,6,24.00,20,293,290,15,0,3748,154.36,86439.16,5.0000,0,6
7446,744,6,8a90,DL,6,24.00,20,293,290,15,0,3903,163.58,84938.96,5.0000,0,6
7446,744,6,b7fb,DL,5,20.00,20,249,246,15,0,4975,126.43,84048.17,3.0000,0,6
7447,744,7,6da7,DL,7,28.00,20,349,346,15,0,5084,135.09,80385.02,3.0000,0,7
7447,744,7,8cff,DL,6,24.00,16,225,222,9,0,10000,10.00,70000.00,5.0000,1,7
7447,744,7,4a4b,DL,6,24.00,20,293,290,15,0,8035,10.00,68651.05,1.2000,0,7
7447,744,7,6a9d,DL,6,24.00,11,129,126,7,0,10000,10.00,21600.00,3.0000,1,7
7448,744,8,8cff,DL,7,28.00,16,269,266,9,0,10000,10.00,70000.00,5.0000,1,0
7448,744,8,4a4b,DL,6,24.00,20,293,290,15,0,8012,10.00,68454.53,1.2000,0,0
7448,744,8,6a9d,DL,6,24.00,11,129,126,7,0,10000,10.00,21600.00,3.0000,1,0
7448,744,8,4da5,DL,6,24.00,11,129,126,7,0,10000,10.00,3600.00,0.5000,1,0
7449,744,9,4a4b,DL,7,28.00,20,349,346,15,0,7989,10.00,68258.02,1.2000,0,1
7449,744,9,6a9d,DL,6,24.00,11,129,126,7,0,10000,10.00,21600.00,3.0000,1,1
7449,744,9,4da5,DL,6,24.00,11,129,126,7,0,10000,10.00,3600.00,0.5000,1,1
7449,744,9,a338,DL,6,24.00,20,293,290,15,0,528,10.00,375.94,0.1000,0,1
7450,745,0,68b4,DL,4,16.00,20,193,190,15,0,3788,155.26,86857.57,5.0000,0,2
7450,745,0,6a9d,DL,5,20.00,11,109,106,7,0,10000,10.00,21600.00,3.0000,1,2
7450,745,0,4da5,DL,4,16.00,11,85,82,7,0,10000,10.00,3600.00,0.5000,1,2
7450,745,0,a338,DL,4,16.00,20,193,190,15,0,505,10.00,359.56,0.1000,0,2
7451,745,1,6da7,DL,6,24.00,20,293,290,15,0,5363,129.77,88274.77,3.0000,0,3
7451,745,1,d80,DL,6,24.00,20,293,290,15,0,5205,126.36,87983.34,3.0000,0,3
7451,745,1,4da5,DL,7,28.00,11,153,150,7,0,10000,10.00,3600.00,0.5000,1,3
7451,745,1,a338,DL,6,24.00,20,293,290,15,0,608,10.00,432.90,0.1000,0,3
7452,745,2,d80,DL,6,24.00,20,293,290,15,0,5239,125.10,89452.59,3.0000,0,4
7452,745,2,8a90,DL,6,24.00,20,293,290,15,0,4025,160.99,89005.71,5.0000,0,4
7452,745,2,b7fb,DL,6,24.00,20,293,290,15,0,5073,125.94,86037.50,3.0000,0,4
7452,745,2,a338,DL,7,28.00,20,349,346,15,0,585,10.00,416.52,0.1000,0,4
7453,745,3,8a90,DL,7,28.00,20,349,346,15,0,4051,159.38,90485.52,5.0000,0,5
7453,745,3,b7fb,DL,6,24.00,20,293,290,15,0,5106,124.68,87471.90,3.0000,0,5
7453,745,3,68b4,DL,6,24.00,20,293,290,15,0,3722,157.62,84062.61,5.0000,0,5
7453,745,3,6da7,DL,6,24.00,20,293,290,15,0,5167,134.24,82218.80,3.0000,0,5
7454,745,4,6da7,DL,7,28.00,20,349,346,15,0,5202,132.89,83611.85,3.0000,0,6
7454,745,4,d80,DL,6,24.00,20,293,290,15,0,5037,129.66,82979.36,3.0000,0,6
7454,745,4,8cff,DL,6,24.00,16,225,222,9,0,10000,10.00,70000.00,5.0000,1,6
7454,745,4,4a4b,DL,6,24.00,20,293,290,15,0,8080,10.00,69035.52,1.2000,0,6
7455,745,5,d80,DL,5,20.00,20,249,246,15,0,5070,128.36,84366.66,3.0000,0,7
7455,745,5,b7fb,DL,4,16.00,20,193,190,15,0,4905,129.32,81014.47,3.0000,0,7
7455,745,5,8cff,DL,6,24.00,16,225,0,9,1,10000,10.00,70000.00,5.0000,1,7
7455,745,5,4a4b,DL,4,16.00,20,193,190,15,0,8057,10.00,68839.02,1.2000,0,7
7456,745,6,b7fb,DL,7,28.00,20,349,346,15,0,4943,128.03,82466.77,3.0000,0,0
7456,745,6,68b4,DL,6,24.00,20,293,290,15,0,3651,160.06,81202.88,5.0000,0,0
7456,745,6,8cff,DL,6,24.00,16,225,222,9,0,10000,10.00,70000.00,5.0000,1,0
7456,745,6,4a4b,DL,6,24.00,20,293,290,15,0,8042,10.00,68710.85,1.2000,0,0
7457,745,7,68b4,DL,7,28.00,20,349,346,15,0,3748,158.46,84202.30,5.0000,0,1
7457,745,7,8a90,DL,6,24.00,20,293,290,15,0,3847,167.13,81945.05,5.0000,0,1
7457,745,7,8cff,DL,6,24.00,16,225,222,9,0,10000,10.00,70000.00,5.0000,1,1
7457,745,7,4a4b,DL,6,24.00,20,293,290,15,0,8019,10.00,68514.34,1.2000,0,1
7458,745,8,8a90,DL,7,28.00,20,349,346,15,0,3872,165.46,83310.68,5.0000,0,2
7458,745,8,6da7,DL,6,24.00,20,293,290,15,0,5109,134.78,80969.50,3.0000,0,2
7458,745,8,8cff,DL,6,24.00,16,225,222,9,0,10000,10.00,70000.00,5.0000,1,2
7458,745,8,4a4b,DL,6,24.00,20,293,290,15,0,7996,10.00,68317.83,1.2000,0,2
7459,745,9,d80,DL,7,28.00,20,349,346,15,0,5065,130.42,82950.94,3.0000,0,3
7459,745,9,6da7,DL,6,24.00,20,293,290,15,0,5144,133.43,82347.67,3.0000,0,3
7459,745,9,8cff,DL,6,24.00,16,225,222,9,0,10000,10.00,70000.00,5.0000,1,3
7459,745,9,4a4b,DL,6,24.00,20,293,290,15,0,7973,10.00,68121.32,1.2000,0,3
7460,746,0,b7fb,DL,5,20.00,20,249,246,15,0,4934,130.11,81003.72,3.0000,0,4
7460,746,0,8cff,DL,4,16.00,16,153,150,9,0,10000,10.00,70000.00,5.0000,1,4
7460,746,0,4a4b,DL,4,16.00,20,193,190,15,0,8068,10.00,68932.99,1.2000,0,4
7460,746,0,6a9d,DL,4,16.00,11,85,82,7,0,10000,10.00,21600.00,3.0000,1,4
7461,746,1,8cff,DL,7,28.00,16,269,266,9,0,10000,10.00,70000.00,5.0000,1,5
7461,746,1,4a4b,DL,6,24.00,20,293,290,15,0,8053,10.00,68804.84,1.2000,0,5
7461,746,1,6a9d,DL,6,24.00,11,129,126,7,0,10000,10.00,21600.00,3.0000,1,5
7461,746,1,4da5,DL,6,24.00,11,129,126,7,0,10000,10.00,3600.00,0.5000,1,5
7462,746,2,8cff,DL,6,24.00,16,225,0,9,1,10000,10.00,70000.00,5.0000,1,6
7462,746,2,4a4b,DL,7,28.00,20,349,346,15,0,8030,10.00,68608.33,1.2000,0,6
7462,746,2,6a9d,DL,6,24.00,11,129,126,7,0,10000,10.00,21600.00,3.0000,1,6
7462,746,2,4da5,DL,6,24.00,11,129,126,7,0,10000,10.00,3600.00,0.5000,1,6
7463,746,3,d80,DL,6,24.00,20,293,290,15,0,5251,125.29,89524.74,3.0000,0,7
7463,746,3,6a9d,DL,7,28.00,11,153,150,7,0,10000,10.00,21600.00,3.0000,1,7
7463,746,3,4da5,DL,6,24.00,11,129,126,7,0,10000,10.00,3600.00,0.5000,1,7
7463,746,3,a338,DL,6,24.00,20,293,290,15,0,676,10.00,481.31,0.1000,0,7
7464,746,4,68b4,DL,6,24.00,20,293,290,15,0,3823,154.61,88029.66,5.0000,0,0
7464,746,4,b7fb,DL,6,24.00,20,293,290,15,0,5120,124.98,87505.44,3.0000,0,0
7464,746,4,4da5,DL,7,28.00,11,153,150,7,0,10000,10.00,3600.00,0.5000,1,0
7464,746,4,a338,DL,6,24.00,20,293,290,15,0,653,10.00,464.94,0.1000,0,0
7465,746,5,8a90,DL,4,16.00,20,193,190,15,0,4032,161.13,89085.56,5.0000,0,1
7465,746,5,b7fb,DL,4,16.00,20,193,190,15,0,5154,123.73,88976.28,3.0000,0,1
7465,746,5,8cff,DL,6,24.00,16,225,0,9,1,10000,10.00,70000.00,5.0000,1,1
7465,746,5,a338,DL,5,20.00,20,249,246,15,0,630,10.00,448.56,0.1000,0,1
7466,746,6,b7fb,DL,6,24.00,20,293,290,15,0,5193,122.49,90555.12,3.0000,0,2
7466,746,6,6da7,DL,6,24.00,20,293,290,15,0,5301,131.27,86254.70,3.0000,0,2
7466,746,6,68b4,DL,6,24.00,20,293,290,15,0,3788,158.58,85038.91,5.0000,0,2
7466,746,6,d80,DL,5,20.00,20,249,246,15,0,5100,128.54,84747.06,3.0000,0,2
7467,746,7,8cff,DL,6,24.00,16,225,0,9,1,10000,10.00,70000.00,5.0000,1,3
7467,746,7,4a4b,DL,7,28.00,20,349,346,15,0,8002,10.00,68369.09,1.2000,0,3
7467,746,7,6a9d,DL,6,24.00,11,129,126,7,0,10000,10.00,21600.00,3.0000,1,3
7467,746,7,4da5,DL,6,24.00,11,129,126,7,0,10000,10.00,3600.00,0.5000,1,3
7468,746,8,8cff,DL,4,16.00,16,153,0,9,1,10000,10.00,70000.00,5.0000,1,4
7468,746,8,4a4b,DL,4,16.00,20,193,0,15,1,7975,10.00,68138.41,1.2000,0,4
7468,746,8,6a9d,DL,4,16.00,11,85,0,7,1,10000,10.00,21600.00,3.0000,1,4
7468,746,8,4da5,DL,13,52.00,11,285,282,7,0,10000,10.00,3600.00,0.5000,1,4
7469,746,9,68b4,DL,6,24.00,20,293,290,15,0,3889,153.87,89978.77,5.0000,0,5
7469,746,9,6a9d,DL,7,28.00,11,153,150,7,0,10000,10.00,21600.00,3.0000,1,5
7469,746,9,4da5,DL,6,24.00,11,129,126,7,0,10000,10.00,3600.00,0.5000,1,5
7469,746,9,a338,DL,6,24.00,20,293,290,15,0,610,10.00,434.32,0.1000,0,5
7470,747,0,8a90,DL,4,16.00,20,193,190,15,0,4049,160.07,90052.09,5.0000,0,6
7470,747,0,b7fb,DL,4,16.00,20,193,190,15,0,5183,124.57,88870.29,3.0000,0,6
7470,747,0,4da5,DL,5,20.00,11,109,106,7,0,10000,10.00,3600.00,0.5000,1,6
7470,747,0,a338,DL,4,16.00,20,193,190,15,0,706,10.00,502.67,0.1000,0,6
7471,747,1,b7fb,DL,6,24.00,20,293,290,15,0,5223,123.33,90460.75,3.0000,0,7
7471,747,1,6da7,DL,6,24.00,20,293,290,15,0,5351,131.82,86708.55,3.0000,0,7
7471,747,1,d80,DL,6,24.00,20,293,290,15,0,5153,129.15,85224.20,3.0000,0,7
7471,747,1,a338,DL,7,28.00,20,349,346,15,0,691,10.00,491.99,0.1000,0,7
7472,747,2,6da7,DL,7,28.00,20,349,346,15,0,5387,130.50,88173.63,3.0000,0,0
7472,747,2,8a90,DL,6,24.00,20,293,290,15,0,4017,163.93,87234.86,5.0000,0,0
7472,747,2,68b4,DL,6,24.00,20,293,290,15,0,3814,156.28,86883.65,5.0000,0,0
7472,747,2,d80,DL,6,24.00,20,293,290,15,0,5187,127.86,86653.05,3.0000,0,0
7473,747,3,8cff,DL,7,28.00,14,225,222,9,0,10000,10.00,70000.00,5.0000,1,1
7473,747,3,4a4b,DL,6,24.00,20,293,290,15,0,8093,10.00,69146.59,1.2000,0,1
7473,747,3,6a9d,DL,6,24.00,13,169,166,8,0,10000,10.00,31200.00,3.0000,1,1
7473,747,3,4da5,DL,6,24.00,11,129,126,7,0,10000,10.00,3600.00,0.5000,1,1
7474,747,4,4a4b,DL,7,28.00,20,349,346,15,0,8070,10.00,68950.09,1.2000,0,2
7474,747,4,6a9d,DL,6,24.00,13,169,166,8,0,10000,10.00,31200.00,3.0000,1,2
7474,747,4,4da5,DL,6,24.00,11,129,126,7,0,10000,10.00,3600.00,0.5000,1,2
7474,747,4,a338,DL,6,24.00,20,293,290,15,0,663,10.00,472.06,0.1000,0,2
7475,747,5,d80,DL,6,24.00,20,293,290,15,0,5327,124.06,91715.91,3.0000,0,3
7475,747,5,6a9d,DL,7,28.00,13,201,198,8,0,10000,10.00,31200.00,3.0000,1,3
7475,747,5,4da5,DL,6,24.00,11,129,126,7,0,10000,10.00,3600.00,0.5000,1,3
7475,747,5,a338,DL,6,24.00,20,293,290,15,0,640,10.00,455.68,0.1000,0,3
7476,747,6,b7fb,DL,6,24.00,20,293,290,15,0,5171,124.12,88986.40,3.0000,0,4
7476,747,6,8a90,DL,6,24.00,20,293,290,15,0,3990,164.45,86375.19,5.0000,0,4
7476,747,6,4da5,DL,7,28.00,11,153,150,7,0,10000,10.00,3600.00,0.5000,1,4
7476,747,6,a338,DL,6,24.00,20,293,290,15,0,617,10.00,439.30,0.1000,0,4
7477,747,7,68b4,DL,6,24.00,20,293,290,15,0,3892,155.60,89048.42,5.0000,0,5
7477,747,7,8a90,DL,6,24.00,20,293,290,15,0,4017,162.81,87838.06,5.0000,0,5
7477,747,7,6da7,DL,6,24.00,20,293,290,15,0,5348,130.94,87238.70,3.0000,0,5
7477,747,7,a338,DL,7,28.00,20,349,346,15,0,594,10.00,422.93,0.1000,0,5
7478,747,8,8a90,DL,7,28.00,20,349,346,15,0,4043,161.18,89299.58,5.0000,0,6
7478,747,8,6da7,DL,6,24.00,20,293,290,15,0,5384,129.63,88713.08,3.0000,0,6
7478,747,8,d80,DL,6,24.00,20,293,290,15,0,5264,127.36,88287.42,3.0000,0,6
7478,747,8,b7fb,DL,6,24.00,20,293,290,15,0,5061,128.70,83994.95,3.0000,0,6
7479,747,9,8cff,DL,7,28.00,16,269,266,9,0,10000,10.00,70000.00,5.0000,1,7
7479,747,9,4a4b,DL,6,24.00,20,293,290,15,0,8161,10.00,69727.59,1.2000,0,7
7479,747,9,6a9d,DL,6,24.00,13,169,166,8,0,10000,10.00,31200.00,3.0000,1,7
7479,747,9,4da5,DL,6,24.00,11,129,126,7,0,10000,10.00,3600.00,0.5000,1,7
7480,748,0,4a4b,DL,5,20.00,20,249,246,15,0,8138,10.00,69531.07,1.2000,0,0
7480,748,0,6a9d,DL,4,16.00,13,113,110,8,0,10000,10.00,31200.00,3.0000,1,0
7480,748,0,4da5,DL,4,16.00,11,85,82,7,0,10000,10.00,3600.00,0.5000,1,0
7480,748,0,a338,DL,4,16.00,20,193,190,15,0,685,10.00,487.72,0.1000,0,0
7481,748,1,b7fb,DL,6,24.00,20,293,290,15,0,5198,124.88,88909.38,3.0000,0,1
7481,748,1,6a9d,DL,7,28.00,13,201,198,8,0,10000,10.00,31200.00,3.0000,1,1
7481,748,1,4da5,DL,6,24.00,11,129,126,7,0,10000,10.00,3600.00,0.5000,1,1
7481,748,1,a338,DL,6,24.00,20,293,290,15,0,670,10.00,477.04,0.1000,0,1
7482,748,2,8a90,DL,6,24.00,20,293,290,15,0,4085,161.73,89916.24,5.0000,0,2
7482,748,2,68b4,DL,6,24.00,20,293,290,15,0,3897,154.81,89615.67,5.0000,0,2
7482,748,2,4da5,DL,7,28.00,11,153,150,7,0,10000,10.00,3600.00,0.5000,1,2
7482,748,2,a338,DL,6,24.00,20,293,290,15,0,647,10.00,460.66,0.1000,0,2
