timestamp_ms,frame,subframe,rnti,direction,nb_rb,mcs,tbs_bytes,cqi,retx,hol_delay_ms,avg_thr_kbps,mlwdf_score
4197,419,7,7e22,DL,18,28,1692,15,0,16,712.00,24.00
4310,431,0,1a69,DL,17,28,1572,15,0,16,712.00,24.00
4598,459,8,7e22,DL,18,28,1692,15,0,16,712.00,24.00
4712,471,2,1a69,DL,18,28,1692,15,0,16,712.00,24.00
4991,499,1,7e22,DL,18,28,1692,15,0,16,712.00,24.00
5085,508,5,1a69,DL,18,28,1692,15,0,16,712.00,24.00
5345,534,5,7e22,DL,18,28,1692,15,0,16,712.00,24.00
5437,543,7,1a69,DL,18,28,1692,15,0,16,712.00,24.00
5698,569,8,7e22,DL,18,28,1692,15,0,16,712.00,24.00
5801,580,1,1a69,DL,18,28,1692,15,0,16,712.00,24.00
6069,606,9,7e22,DL,18,28,1692,15,0,16,712.00,24.00
6159,615,9,1a69,DL,18,28,1692,15,0,16,712.00,24.00
6405,640,5,7e22,DL,18,28,1692,15,0,16,712.00,24.00
6510,651,0,1a69,DL,17,28,1572,15,0,16,712.00,24.00
6780,678,0,7e22,DL,17,28,1572,15,0,16,712.00,24.00
6871,687,1,1a69,DL,18,28,1692,15,0,16,712.00,24.00
7168,716,8,7e22,DL,18,28,1692,15,0,16,712.00,24.00
7285,728,5,1a69,DL,18,28,1692,15,0,16,712.00,24.00
7611,761,1,7e22,DL,18,28,1692,15,0,16,712.00,24.00
7726,772,6,1a69,DL,18,28,1692,15,0,16,712.00,24.00
8045,804,5,7e22,DL,18,28,1692,15,0,16,712.00,24.00
8168,816,8,1a69,DL,18,28,1692,15,0,16,712.00,24.00
8502,850,2,7e22,DL,18,28,1692,15,0,16,712.00,24.00
8616,861,6,1a69,DL,18,28,1692,15,0,16,712.00,24.00
8926,892,6,7e22,DL,18,28,1692,15,0,16,712.00,24.00
9035,903,5,1a69,DL,18,28,1692,15,0,16,712.00,24.00
9329,932,9,7e22,DL,18,28,1692,15,0,16,712.00,24.00
9440,944,0,1a69,DL,17,28,1572,15,0,16,712.00,24.00
9743,974,3,7e22,DL,18,28,1692,15,0,16,712.00,24.00
9861,986,1,1a69,DL,18,28,1692,15,0,16,712.00,24.00
10154,1015,4,7e22,DL,18,28,1692,15,0,16,712.00,24.00
28,2,8,1a69,DL,18,28,1692,15,0,16,712.00,24.00
342,34,2,7e22,DL,18,28,1692,15,0,16,712.00,24.00
455,45,5,1a69,DL,18,28,1692,15,0,16,712.00,24.00
756,75,6,7e22,DL,18,28,1692,15,0,16,712.00,24.00
870,87,0,1a69,DL,17,28,1572,15,0,16,712.00,24.00
1191,119,1,7e22,DL,18,28,1692,15,0,16,712.00,24.00
1308,130,8,1a69,DL,18,28,1692,15,0,16,712.00,24.00
1620,162,0,7e22,DL,17,28,1572,15,0,16,712.00,24.00
1745,174,5,1a69,DL,18,28,1692,15,0,16,712.00,24.00
2054,205,4,7e22,DL,18,28,1692,15,0,16,712.00,24.00
2174,217,4,1a69,DL,18,28,1692,15,0,16,712.00,24.00
2505,250,5,7e22,DL,18,28,1692,15,0,16,712.00,24.00
2622,262,2,1a69,DL,18,28,1692,15,0,16,712.00,24.00
2942,294,2,7e22,DL,18,28,1692,15,0,16,712.00,24.00
3055,305,5,1a69,DL,18,28,1692,15,0,16,712.00,24.00
3367,336,7,7e22,DL,18,28,1692,15,0,16,712.00,24.00
3485,348,5,1a69,DL,18,28,1692,15,0,16,712.00,24.00
3811,381,1,7e22,DL,18,28,1692,15,0,16,712.00,24.00
3935,393,5,1a69,DL,18,28,1692,15,0,16,712.00,24.00
4241,424,1,7e22,DL,18,28,1692,15,0,16,712.00,24.00
4354,435,4,1a69,DL,18,28,1692,15,0,16,712.00,24.00
4661,466,1,7e22,DL,18,28,1692,15,0,16,712.00,24.00
4771,477,1,1a69,DL,18,28,1692,15,0,16,712.00,24.00
5074,507,4,7e22,DL,18,28,1692,15,0,16,712.00,24.00
5190,519,0,1a69,DL,17,28,1572,15,0,16,712.00,24.00
5500,550,0,7e22,DL,17,28,1572,15,0,16,712.00,24.00
5610,561,0,1a69,DL,17,28,1572,15,0,16,712.00,24.00
5913,591,3,7e22,DL,18,28,1692,15,0,16,712.00,24.00
6033,603,3,1a69,DL,18,28,1692,15,0,16,712.00,24.00
6354,635,4,7e22,DL,18,28,1692,15,0,16,712.00,24.00
6467,646,7,1a69,DL,18,28,1692,15,0,16,712.00,24.00
6776,677,6,7e22,DL,18,28,1692,15,0,16,712.00,24.00
6894,689,4,1a69,DL,18,28,1692,15,0,16,712.00,24.00
7198,719,8,7e22,DL,18,28,1692,15,0,16,712.00,24.00
7323,732,3,1a69,DL,18,28,1692,15,0,16,712.00,24.00
7644,764,4,7e22,DL,18,28,1692,15,0,16,712.00,24.00
7758,775,8,1a69,DL,18,28,1692,15,0,16,712.00,24.00
8036,803,6,7e22,DL,18,28,1692,15,0,16,712.00,24.00
8147,814,7,1a69,DL,18,28,1692,15,0,16,712.00,24.00
8445,844,5,7e22,DL,18,28,1692,15,0,16,712.00,24.00
8551,855,1,1a69,DL,18,28,1692,15,0,16,712.00,24.00
8855,885,5,7e22,DL,18,28,1692,15,0,16,712.00,24.00
8965,896,5,1a69,DL,18,28,1692,15,0,16,712.00,24.00
9256,925,6,7e22,DL,18,28,1692,15,0,16,712.00,24.00
9362,936,2,1a69,DL,18,28,1692,15,0,16,712.00,24.00
9663,966,3,7e22,DL,18,28,1692,15,0,16,712.00,24.00
9767,976,7,1a69,DL,18,28,1692,15,0,1,712.00,1.50
10063,1006,3,7e22,DL,18,28,1692,15,0,16,712.00,24.00
10175,1017,5,1a69,DL,18,28,1692,15,0,16,712.00,24.00
222,22,2,7e22,DL,18,28,1692,15,0,16,712.00,24.00
335,33,5,1a69,DL,18,28,1692,15,0,16,712.00,24.00
639,63,9,7e22,DL,18,28,1692,15,0,16,712.00,24.00
746,74,6,1a69,DL,18,28,1692,15,0,16,712.00,24.00
1034,103,4,7e22,DL,18,28,1692,15,0,16,712.00,24.00
1146,114,6,1a69,DL,18,28,1692,15,0,16,712.00,24.00
1443,144,3,7e22,DL,18,28,1692,15,0,16,712.00,24.00
1543,154,3,1a69,DL,18,28,1692,15,0,16,712.00,24.00
1828,182,8,7e22,DL,18,28,1692,15,0,16,712.00,24.00
1936,193,6,1a69,DL,18,28,1692,15,0,16,712.00,24.00
2224,222,4,7e22,DL,18,28,1692,15,0,16,712.00,24.00
2331,233,1,1a69,DL,18,28,1692,15,0,16,712.00,24.00
2619,261,9,7e22,DL,18,28,1692,15,0,16,712.00,24.00
2726,272,6,1a69,DL,18,28,1692,15,0,16,712.00,24.00
3030,303,0,7e22,DL,17,28,1572,15,0,16,712.00,24.00
3142,314,2,1a69,DL,18,28,1692,15,0,16,712.00,24.00
3441,344,1,7e22,DL,18,28,1692,15,0,16,712.00,24.00
3548,354,8,1a69,DL,18,28,1692,15,0,16,712.00,24.00
3848,384,8,7e22,DL,18,28,1692,15,0,16,712.00,24.00
3963,396,3,1a69,DL,18,28,1692,15,0,16,712.00,24.00
4266,426,6,7e22,DL,18,28,1692,15,0,16,712.00,24.00
4376,437,6,1a69,DL,18,28,1692,15,0,16,712.00,24.00
4669,466,9,7e22,DL,18,28,1692,15,0,16,712.00,24.00
4775,477,5,1a69,DL,18,28,1692,15,0,16,712.00,24.00
5057,505,7,7e22,DL,18,28,1692,15,0,16,712.00,24.00
5149,514,9,1a69,DL,18,28,1692,15,0,16,712.00,24.00
5400,540,0,7e22,DL,17,28,1572,15,0,16,712.00,24.00
5490,549,0,1a69,DL,17,28,1572,15,0,16,712.00,24.00
5739,573,9,7e22,DL,18,28,1692,15,0,16,712.00,24.00
5835,583,5,1a69,DL,18,28,1692,15,0,16,712.00,24.00
6094,609,4,7e22,DL,18,28,1692,15,0,16,712.00,24.00
6194,619,4,1a69,DL,18,28,1692,15,0,16,712.00,24.00
6417,641,7,7e22,DL,18,28,1692,15,0,16,712.00,24.00
6504,650,4,1a69,DL,18,28,1692,15,0,16,712.00,24.00
6735,673,5,7e22,DL,18,28,1692,15,0,16,712.00,24.00
6827,682,7,1a69,DL,18,28,1692,15,0,16,712.00,24.00
7069,706,9,7e22,DL,18,28,1692,15,0,16,712.00,24.00
7148,714,8,1a69,DL,18,28,1692,15,0,16,712.00,24.00
7426,742,6,7e22,DL,18,28,1692,15,0,16,712.00,24.00
7550,755,0,1a69,DL,17,28,1572,15,0,16,712.00,24.00
7885,788,5,7e22,DL,18,28,1692,15,0,16,712.00,24.00
8005,800,5,1a69,DL,18,28,1692,15,0,16,712.00,24.00
8329,832,9,7e22,DL,18,28,1692,15,0,16,712.00,24.00
8447,844,7,1a69,DL,18,28,1692,15,0,16,712.00,24.00
8755,875,5,7e22,DL,18,28,1692,15,0,16,712.00,24.00
8873,887,3,1a69,DL,18,28,1692,15,0,16,712.00,24.00
9197,919,7,7e22,DL,18,28,1692,15,0,16,712.00,24.00
9326,932,6,1a69,DL,18,28,1692,15,0,16,712.00,24.00
9658,965,8,7e22,DL,18,28,1692,15,0,16,712.00,24.00
9786,978,6,1a69,DL,18,28,1692,15,0,16,712.00,24.00
10110,1011,0,7e22,DL,17,28,1572,15,0,16,712.00,24.00
10238,1023,8,1a69,DL,18,28,1692,15,0,16,712.00,24.00
311,31,1,7e22,DL,18,28,1692,15,0,16,712.00,24.00
439,43,9,1a69,DL,18,28,1692,15,0,16,712.00,24.00
759,75,9,7e22,DL,18,28,1692,15,0,16,712.00,24.00
880,88,0,1a69,DL,17,28,1572,15,0,16,712.00,24.00
1209,120,9,7e22,DL,18,28,1692,15,0,16,712.00,24.00
1335,133,5,1a69,DL,18,28,1692,15,0,16,712.00,24.00
1660,166,0,7e22,DL,17,28,1572,15,0,16,712.00,24.00
1785,178,5,1a69,DL,18,28,1692,15,0,16,712.00,24.00
2113,211,3,7e22,DL,18,28,1692,15,0,16,712.00,24.00
2236,223,6,1a69,DL,18,28,1692,15,0,16,712.00,24.00
2563,256,3,7e22,DL,18,28,1692,15,0,16,712.00,24.00
2688,268,8,1a69,DL,18,28,1692,15,0,16,712.00,24.00
3014,301,4,7e22,DL,18,28,1692,15,0,16,712.00,24.00
3138,313,8,1a69,DL,18,28,1692,15,0,16,712.00,24.00
3462,346,2,7e22,DL,18,28,1692,15,0,16,712.00,24.00
3588,358,8,1a69,DL,18,28,1692,15,0,16,712.00,24.00
3914,391,4,7e22,DL,18,28,1692,15,0,16,712.00,24.00
4039,403,9,1a69,DL,18,28,1692,15,0,16,712.00,24.00
4357,435,7,7e22,DL,18,28,1692,15,0,16,712.00,24.00
4478,447,8,1a69,DL,18,28,1692,15,0,16,712.00,24.00
4793,479,3,7e22,DL,18,28,1692,15,0,16,712.00,24.00
4915,491,5,1a69,DL,18,28,1692,15,0,16,712.00,24.00
5240,524,0,7e22,DL,17,28,1572,15,0,16,712.00,24.00
5369,536,9,1a69,DL,18,28,1692,15,0,16,712.00,24.00
5700,570,0,7e22,DL,17,28,1572,15,0,16,712.00,24.00
5818,581,8,1a69,DL,18,28,1692,15,0,16,712.00,24.00
6143,614,3,7e22,DL,18,28,1692,15,0,16,712.00,24.00
6271,627,1,1a69,DL,18,28,1692,15,0,16,712.00,24.00
6595,659,5,7e22,DL,18,28,1692,15,0,16,712.00,24.00
6718,671,8,1a69,DL,18,28,1692,15,0,16,712.00,24.00
7041,704,1,7e22,DL,18,28,1692,15,0,16,712.00,24.00
7166,716,6,1a69,DL,18,28,1692,15,0,16,712.00,24.00
7480,748,0,7e22,DL,17,28,1572,15,0,16,712.00,24.00
7593,759,3,1a69,DL,18,28,1692,15,0,16,712.00,24.00
7921,792,1,7e22,DL,18,28,1692,15,0,16,712.00,24.00
8041,804,1,1a69,DL,18,28,1692,15,0,16,712.00,24.00
8375,837,5,7e22,DL,18,28,1692,15,0,16,712.00,24.00
8499,849,9,1a69,DL,18,28,1692,15,0,16,712.00,24.00
8830,883,0,7e22,DL,17,28,1572,15,0,16,712.00,24.00
8950,895,0,1a69,DL,17,28,1572,15,0,16,712.00,24.00
9276,927,6,7e22,DL,18,28,1692,15,0,16,712.00,24.00
9404,940,4,1a69,DL,18,28,1692,15,0,16,712.00,24.00
9718,971,8,7e22,DL,18,28,1692,15,0,16,712.00,24.00
9840,984,0,1a69,DL,17,28,1572,15,0,16,712.00,24.00
10161,1016,1,7e22,DL,18,28,1692,15,0,16,712.00,24.00
45,4,5,1a69,DL,18,28,1692,15,0,16,712.00,24.00
389,38,9,7e22,DL,18,28,1692,15,0,16,712.00,24.00
520,52,0,1a69,DL,17,28,1572,15,0,16,712.00,24.00
859,85,9,7e22,DL,18,28,1692,15,0,16,712.00,24.00
987,98,7,1a69,DL,18,28,1692,15,0,16,712.00,24.00
1314,131,4,7e22,DL,18,28,1692,15,0,16,712.00,24.00
1444,144,4,1a69,DL,18,28,1692,15,0,16,712.00,24.00
1764,176,4,7e22,DL,18,28,1692,15,0,16,712.00,24.00
1894,189,4,1a69,DL,18,28,1692,15,0,16,712.00,24.00
2230,223,0,7e22,DL,17,28,1572,15,0,16,712.00,24.00
2360,236,0,1a69,DL,17,28,1572,15,0,16,712.00,24.00
2679,267,9,7e22,DL,18,28,1692,15,0,16,712.00,24.00
2803,280,3,1a69,DL,18,28,1692,15,0,16,712.00,24.00
2873,287,3,1a69,DL,2,0,4,15,0,1,712.00,1.50
2874,287,4,1a69,DL,2,14,61,15,0,1,712.00,1.50
2901,290,1,1a69,DL,2,0,4,15,0,1,712.00,1.50
2902,290,2,1a69,DL,2,23,125,15,0,1,712.00,1.50
2987,298,7,1a69,DL,2,0,4,15,0,1,712.00,1.50
2988,298,8,1a69,DL,4,28,373,15,0,3,712.00,4.50
3021,302,1,1a69,DL,2,0,4,15,0,1,712.00,1.50
3022,302,2,1a69,DL,2,22,113,15,0,1,712.00,1.50
3047,304,7,1a69,DL,2,0,4,15,0,1,712.00,1.50
3117,311,7,7e22,DL,18,28,1692,15,0,16,712.00,24.00
3192,319,2,7e22,DL,2,0,4,15,0,1,712.00,1.50
3193,319,3,7e22,DL,2,14,61,15,0,1,712.00,1.50
3220,322,0,7e22,DL,2,0,4,15,0,1,712.00,1.50
3221,322,1,7e22,DL,2,23,125,15,0,1,712.00,1.50
3306,330,6,7e22,DL,2,0,4,15,0,1,712.00,1.50
3307,330,7,7e22,DL,4,28,373,15,0,3,712.00,4.50
3340,334,0,7e22,DL,2,0,4,15,0,1,712.00,1.50
3341,334,1,7e22,DL,2,14,61,15,0,1,712.00,1.50
3366,336,6,7e22,DL,2,0,4,15,0,1,712.00,1.50
201,20,1,1a69,DL,2,0,4,15,0,1,712.00,1.50
4053,405,3,7e22,DL,2,0,4,15,0,1,712.00,1.50
5300,530,0,1a69,DL,2,0,4,15,0,1,712.00,1.50
7203,720,3,7e22,DL,2,0,4,15,0,1,712.00,1.50
10200,1020,0,7e22,DL,2,0,4,15,0,1,712.00,1.50
2856,285,6,1a69,DL,2,0,4,15,0,1,712.00,1.50
9408,940,8,1a69,DL,2,3,13,15,0,1,712.00,1.50
9474,947,4,7e22,DL,2,3,13,15,0,1,712.00,1.50
9489,948,9,1a69,DL,2,3,13,15,0,1,712.00,1.50
9555,955,5,7e22,DL,2,3,13,15,0,1,712.00,1.50
9570,957,0,1a69,DL,2,3,13,15,0,1,712.00,1.50
9636,963,6,7e22,DL,2,3,13,15,0,1,712.00,1.50
9651,965,1,1a69,DL,2,3,13,15,0,1,712.00,1.50
9717,971,7,7e22,DL,2,3,13,15,0,1,712.00,1.50
9732,973,2,1a69,DL,2,3,13,15,0,1,712.00,1.50
9798,979,8,7e22,DL,2,3,13,15,0,1,712.00,1.50
9813,981,3,1a69,DL,2,3,13,15,0,1,712.00,1.50
9879,987,9,7e22,DL,2,3,13,15,0,1,712.00,1.50
7160,716,0,d216,DL,4,0,11,0,0,1,574.76,0.86
7162,716,2,5da3,DL,4,0,11,0,0,1,623.69,0.79
7182,718,2,3071,DL,4,0,11,0,0,1,75.43,6.52
7184,718,4,5da3,DL,14,0,47,0,0,1,565.04,0.87
7185,718,5,5da3,DL,2,0,4,0,0,1,562.67,0.87
7186,718,6,5da3,DL,2,0,4,0,0,1,560.32,0.88
7187,718,7,5da3,DL,2,0,4,0,0,1,558.00,0.88
7188,718,8,5da3,DL,2,0,4,0,0,1,555.70,0.89
7189,718,9,5da3,DL,2,1,7,15,0,1,553.42,1.93
7213,721,3,5da3,DL,2,0,4,15,0,1,587.41,1.82
7215,721,5,d216,DL,2,12,47,15,0,1,564.16,1.89
7232,723,2,d216,DL,2,0,4,15,0,1,587.38,1.82
7234,723,4,5da3,DL,2,7,28,15,0,1,611.11,1.75
7253,725,3,5da3,DL,2,0,4,15,0,1,628.65,1.70
7255,725,5,d216,DL,2,7,28,15,0,1,613.10,1.74
7282,728,2,d216,DL,2,0,4,15,0,1,636.61,1.68
7284,728,4,3071,DL,2,12,47,15,0,1,440.68,2.42
7284,728,4,5da3,DL,2,3,13,15,0,1,650.96,1.64
7303,730,3,5da3,DL,2,0,4,15,0,1,661.57,1.61
7304,730,4,3071,DL,2,0,4,15,0,1,490.09,2.18
7304,730,4,5da3,DL,2,5,18,15,0,1,662.08,1.61
7306,730,6,d216,DL,2,3,13,15,0,1,652.76,1.64
7322,732,2,d216,DL,2,0,4,15,0,1,661.56,1.61
7323,732,3,d216,DL,2,5,18,15,0,1,662.07,1.61
7323,732,3,5da3,DL,2,0,4,15,0,1,670.76,1.59
7324,732,4,5da3,DL,2,27,157,15,0,1,671.17,1.59
7325,732,5,3071,DL,2,7,28,15,0,1,532.31,2.01
7342,734,2,d216,DL,2,0,4,15,0,1,670.75,1.59
7343,734,3,d216,DL,2,27,157,15,0,1,671.16,1.59
7343,734,3,5da3,DL,2,0,4,15,0,1,678.27,1.57
7344,734,4,3071,DL,2,0,4,15,0,1,563.55,1.90
7351,735,1,5da3,DL,2,0,4,15,0,1,680.87,1.57
7362,736,2,d216,DL,2,0,4,15,0,1,678.26,1.57
7363,736,3,3071,DL,2,3,13,15,0,1,589.35,1.81
7373,737,3,5da3,DL,2,0,4,15,0,1,687.05,1.55
7378,737,8,d216,DL,2,1,7,15,0,1,683.27,1.56
7380,738,0,5da3,DL,2,11,41,15,0,1,688.74,1.55
7386,738,6,5da3,DL,2,1,7,15,0,1,690.10,1.55
7394,739,4,3071,DL,2,0,4,15,0,1,622.19,1.72
7395,739,5,3071,DL,2,5,18,15,0,1,623.08,1.71
7396,739,6,5da3,DL,2,11,41,15,0,1,692.20,1.54
7412,741,2,5da3,DL,2,0,4,15,0,1,695.14,1.54
7413,741,3,d216,DL,2,1,7,15,0,1,691.79,1.54
7414,741,4,3071,DL,2,0,4,15,0,1,638.54,1.67
7415,741,5,3071,DL,2,27,157,15,0,1,639.27,1.67
7416,741,6,d216,DL,2,11,41,15,0,1,692.39,1.54
7434,743,4,3071,DL,2,0,4,15,0,1,651.92,1.64
7439,743,9,d216,DL,2,0,4,15,0,1,696.44,1.53
7450,745,0,3071,DL,2,1,7,15,0,1,660.84,1.62
7457,745,7,3071,DL,2,11,41,15,0,1,664.32,1.61
7473,747,3,3071,DL,2,11,41,15,0,1,671.40,1.59
7485,748,5,3071,DL,2,1,7,15,0,1,676.01,1.58
7511,751,1,3071,DL,2,0,4,15,0,1,684.29,1.56
4246,424,6,5da3,DL,2,0,4,15,0,1,712.00,1.50
4462,446,2,d216,DL,2,0,4,15,0,1,712.00,1.50
4464,446,4,3071,DL,2,0,4,15,0,1,712.00,1.50
7103,710,3,5da3,DL,2,0,4,15,0,1,712.00,1.50
8074,807,4,3071,DL,2,0,4,15,0,1,712.00,1.50
9062,906,2,d216,DL,2,0,4,15,0,1,712.00,1.50
2170,217,0,5da3,DL,2,0,4,15,0,1,712.00,1.50
4534,453,4,3071,DL,2,0,4,15,0,1,712.00,1.50
7538,753,8,d216,DL,2,0,4,15,0,1,712.00,1.50
4043,404,3,5da3,DL,2,0,4,15,0,1,712.00,1.50
8834,883,4,3071,DL,2,0,4,15,0,1,712.00,1.50
8836,883,6,d216,DL,2,0,4,15,0,1,712.00,1.50
9022,902,2,3071,DL,2,0,4,15,0,1,712.00,1.50
9023,902,3,3071,DL,2,15,69,15,0,1,712.00,1.50
9052,905,2,3071,DL,2,0,4,15,0,1,712.00,1.50
9053,905,3,3071,DL,2,23,125,15,0,1,712.00,1.50
9082,908,2,3071,DL,2,0,4,15,0,1,712.00,1.50
9083,908,3,3071,DL,2,23,125,15,0,1,712.00,1.50
9105,910,5,3071,DL,2,10,37,15,0,1,712.00,1.50
9107,910,7,3071,DL,18,28,1692,15,0,16,712.00,24.00
9108,910,8,3071,DL,2,0,4,15,0,1,712.00,1.50
9158,915,8,3071,DL,2,0,4,15,0,1,712.00,1.50
9159,915,9,3071,DL,2,14,61,15,0,1,712.00,1.50
9192,919,2,3071,DL,2,0,4,15,0,1,712.00,1.50
9338,933,8,3071,DL,18,28,1692,15,0,16,712.00,24.00
9362,936,2,d216,DL,2,0,4,15,0,1,712.00,1.50
9363,936,3,d216,DL,2,15,69,15,0,1,712.00,1.50
9390,939,0,d216,DL,2,0,4,15,0,1,712.00,1.50
9391,939,1,d216,DL,2,23,125,15,0,1,712.00,1.50
9420,942,0,d216,DL,2,0,4,15,0,1,712.00,1.50
9421,942,1,d216,DL,2,23,125,15,0,1,712.00,1.50
9443,944,3,d216,DL,2,10,37,15,0,1,712.00,1.50
9444,944,4,d216,DL,18,28,1692,15,0,16,712.00,24.00
9446,944,6,d216,DL,2,0,4,15,0,1,712.00,1.50
9492,949,2,d216,DL,2,0,4,15,0,1,712.00,1.50
9493,949,3,d216,DL,2,14,61,15,0,1,712.00,1.50
9518,951,8,d216,DL,2,0,4,15,0,1,712.00,1.50
9658,965,8,3071,DL,18,28,1692,15,0,1,712.00,1.50
9742,974,2,d216,DL,18,28,1692,15,0,16,712.00,24.00
9983,998,3,3071,DL,18,28,1692,15,0,16,712.00,24.00
10094,1009,4,d216,DL,18,28,1692,15,0,16,712.00,24.00
69,6,9,3071,DL,18,28,1692,15,0,16,712.00,24.00
174,17,4,d216,DL,18,28,1692,15,0,16,712.00,24.00
415,41,5,3071,DL,18,28,1692,15,0,16,712.00,24.00
523,52,3,d216,DL,18,28,1692,15,0,16,712.00,24.00
758,75,8,3071,DL,18,28,1692,15,0,16,712.00,24.00
866,86,6,d216,DL,18,28,1692,15,0,16,712.00,24.00
1104,110,4,3071,DL,18,28,1692,15,0,16,712.00,24.00
1211,121,1,d216,DL,18,28,1692,15,0,16,712.00,24.00
1462,146,2,3071,DL,18,28,1692,15,0,16,712.00,24.00
1560,156,0,d216,DL,17,28,1572,15,0,16,712.00,24.00
1806,180,6,3071,DL,18,28,1692,15,0,16,712.00,24.00
1916,191,6,d216,DL,18,28,1692,15,0,1,712.00,1.50
2141,214,1,3071,DL,18,28,1692,15,0,16,712.00,24.00
2250,225,0,d216,DL,17,28,1572,15,0,16,712.00,24.00
2476,247,6,3071,DL,18,28,1692,15,0,16,712.00,24.00
2583,258,3,d216,DL,18,28,1692,15,0,16,712.00,24.00
2808,280,8,3071,DL,18,28,1692,15,0,16,712.00,24.00
2918,291,8,d216,DL,18,28,1692,15,0,16,712.00,24.00
3143,314,3,3071,DL,18,28,1692,15,0,16,712.00,24.00
3233,323,3,d216,DL,18,28,1692,15,0,16,712.00,24.00
3449,344,9,3071,DL,18,28,1692,15,0,16,712.00,24.00
3548,354,8,d216,DL,18,28,1692,15,0,16,712.00,24.00
3792,379,2,3071,DL,18,28,1692,15,0,16,712.00,24.00
3904,390,4,d216,DL,18,28,1692,15,0,16,712.00,24.00
4148,414,8,3071,DL,18,28,1692,15,0,16,712.00,24.00
4260,426,0,d216,DL,17,28,1572,15,0,16,712.00,24.00
4496,449,6,3071,DL,18,28,1692,15,0,16,712.00,24.00
4601,460,1,d216,DL,18,28,1692,15,0,16,712.00,24.00
4778,477,8,3071,DL,18,28,1692,15,0,16,712.00,24.00
4874,487,4,d216,DL,18,28,1692,15,0,16,712.00,24.00
5090,509,0,3071,DL,17,28,1572,15,0,16,712.00,24.00
5200,520,0,d216,DL,17,28,1572,15,0,16,712.00,24.00
5390,539,0,3071,DL,17,28,1572,15,0,16,712.00,24.00
5464,546,4,d216,DL,18,28,1692,15,0,16,712.00,24.00
5665,566,5,3071,DL,18,28,1692,15,0,16,712.00,24.00
5764,576,4,d216,DL,18,28,1692,15,0,16,712.00,24.00
5986,598,6,3071,DL,18,28,1692,15,0,16,712.00,24.00
6071,607,1,d216,DL,18,28,1692,15,0,16,712.00,24.00
6293,629,3,3071,DL,18,28,1692,15,0,16,712.00,24.00
6393,639,3,d216,DL,18,28,1692,15,0,16,712.00,24.00
6614,661,4,3071,DL,18,28,1692,15,0,16,712.00,24.00
6712,671,2,d216,DL,18,28,1692,15,0,16,712.00,24.00
6947,694,7,3071,DL,18,28,1692,15,0,16,712.00,24.00
7060,706,0,d216,DL,17,28,1572,15,0,16,712.00,24.00
7314,731,4,3071,DL,18,28,1692,15,0,16,712.00,24.00
7434,743,4,d216,DL,18,28,1692,15,0,16,712.00,24.00
7667,766,7,3071,DL,18,28,1692,15,0,16,712.00,24.00
7782,778,2,d216,DL,18,28,1692,15,0,16,712.00,24.00
8024,802,4,3071,DL,18,28,1692,15,0,16,712.00,24.00
8139,813,9,d216,DL,18,28,1692,15,0,16,712.00,24.00
8396,839,6,3071,DL,18,28,1692,15,0,16,712.00,24.00
8515,851,5,d216,DL,18,28,1692,15,0,16,712.00,24.00
8772,877,2,3071,DL,18,28,1692,15,0,16,712.00,24.00
8890,889,0,d216,DL,17,28,1572,15,0,16,712.00,24.00
9174,917,4,3071,DL,18,28,1692,15,0,16,712.00,24.00
9317,931,7,d216,DL,18,28,1692,15,0,16,712.00,24.00
9603,960,3,3071,DL,18,28,1692,15,0,16,712.00,24.00
9740,974,0,d216,DL,17,28,1572,15,0,16,712.00,24.00
10019,1001,9,3071,DL,18,28,1692,15,0,16,712.00,24.00
10158,1015,8,d216,DL,18,28,1692,15,0,1,712.00,1.50
208,20,8,3071,DL,18,28,1692,15,0,16,712.00,24.00
341,34,1,d216,DL,18,28,1692,15,0,1,712.00,1.50
595,59,5,3071,DL,18,28,1692,15,0,16,712.00,24.00
731,73,1,d216,DL,18,28,1692,15,0,16,712.00,24.00
1018,101,8,3071,DL,18,28,1692,15,0,16,712.00,24.00
1148,114,8,d216,DL,18,28,1692,15,0,16,712.00,24.00
1437,143,7,3071,DL,18,28,1692,15,0,16,712.00,24.00
1566,156,6,d216,DL,18,28,1692,15,0,16,712.00,24.00
1853,185,3,3071,DL,18,28,1692,15,0,16,712.00,24.00
1988,198,8,d216,DL,18,28,1692,15,0,16,712.00,24.00
2259,225,9,3071,DL,18,28,1692,15,0,16,712.00,24.00
2388,238,8,d216,DL,18,28,1692,15,0,16,712.00,24.00
2679,267,9,3071,DL,18,28,1692,15,0,16,712.00,24.00
2810,281,0,d216,DL,17,28,1572,15,0,16,712.00,24.00
3092,309,2,3071,DL,18,28,1692,15,0,16,712.00,24.00
3234,323,4,d216,DL,18,28,1692,15,0,16,712.00,24.00
3511,351,1,3071,DL,18,28,1692,15,0,16,712.00,24.00
3646,364,6,d216,DL,18,28,1692,15,0,16,712.00,24.00
3929,392,9,3071,DL,18,28,1692,15,0,16,712.00,24.00
4062,406,2,d216,DL,18,28,1692,15,0,16,712.00,24.00
4340,434,0,3071,DL,17,28,1572,15,0,16,712.00,24.00
4474,447,4,d216,DL,18,28,1692,15,0,16,712.00,24.00
4766,476,6,3071,DL,18,28,1692,15,0,16,712.00,24.00
4906,490,6,d216,DL,18,28,1692,15,0,16,712.00,24.00
5202,520,2,3071,DL,18,28,1692,15,0,16,712.00,24.00
